"Name","Start","End","Duration","Process"
"Editor","7/10/2013 1:05:35 PM","7/10/2013 1:06:19 PM","0:00:44","MATLAB"
"Neurophysiology","7/10/2013 1:06:19 PM","7/10/2013 1:06:39 PM","0:00:20","Microsoft® Windows® Operating System"
"130204","7/10/2013 1:06:39 PM","7/10/2013 1:07:07 PM","0:00:28","Microsoft® Windows® Operating System"
"Editor","7/10/2013 1:07:07 PM","7/10/2013 1:08:03 PM","0:00:56","MATLAB"
"MATLAB R2013a","7/10/2013 1:08:03 PM","7/10/2013 1:08:23 PM","0:00:20","MATLAB"
"New tab - Google Chrome","7/10/2013 1:08:23 PM","7/10/2013 1:08:33 PM","0:00:10","Google Chrome"
"MATLAB R2013a","7/10/2013 1:08:33 PM","7/10/2013 1:08:38 PM","0:00:05","MATLAB"
"Computer","7/10/2013 1:08:38 PM","7/10/2013 1:08:43 PM","0:00:05","Microsoft® Windows® Operating System"
"BitMusic","7/10/2013 1:08:43 PM","7/10/2013 1:08:50 PM","0:00:07","Microsoft® Windows® Operating System"
"Machine Gun Kelly - Black Flag","7/10/2013 1:08:50 PM","7/10/2013 1:08:55 PM","0:00:05","Microsoft® Windows® Operating System"
"Volume Mixer","7/10/2013 1:08:55 PM","7/10/2013 1:09:02 PM","0:00:07","Volume Mixer"
"MATLAB Editor","7/10/2013 1:09:02 PM","7/10/2013 1:09:09 PM","0:00:07","MATLAB"
"MATLAB R2013a","7/10/2013 1:09:09 PM","7/10/2013 1:09:17 PM","0:00:08","MATLAB"
"Editor","7/10/2013 1:09:17 PM","7/10/2013 1:09:38 PM","0:00:21","MATLAB"
"MATLAB R2013a","7/10/2013 1:09:38 PM","7/10/2013 1:13:54 PM","0:04:16","MATLAB"
"Editor","7/10/2013 1:13:54 PM","7/10/2013 1:19:43 PM","0:05:49","MATLAB"
"MATLAB R2013a","7/10/2013 1:19:43 PM","7/10/2013 1:19:50 PM","0:00:07","MATLAB"
"Editor","7/10/2013 1:19:50 PM","7/10/2013 1:23:07 PM","0:03:17","MATLAB"
"MATLAB R2013a","7/10/2013 1:23:07 PM","7/10/2013 1:23:13 PM","0:00:06","MATLAB"
"Editor","7/10/2013 1:23:13 PM","7/10/2013 1:24:21 PM","0:01:08","MATLAB"
"MATLAB R2013a","7/10/2013 1:24:21 PM","7/10/2013 1:24:32 PM","0:00:11","MATLAB"
"Editor","7/10/2013 1:24:32 PM","7/10/2013 1:25:01 PM","0:00:29","MATLAB"
"New tab - Google Chrome","7/10/2013 1:25:01 PM","7/10/2013 1:25:08 PM","0:00:07","Google Chrome"
"Editor","7/10/2013 1:25:08 PM","7/10/2013 1:25:14 PM","0:00:06","MATLAB"
"New tab - Google Chrome","7/10/2013 1:25:14 PM","7/10/2013 1:25:21 PM","0:00:07","Google Chrome"
"Convert cell array to dataset array - MATLAB cell2dataset - Google Chrome","7/10/2013 1:25:21 PM","7/10/2013 1:25:49 PM","0:00:28","Google Chrome"
"Convert cell array to dataset array - MATLAB cell2dataset - Google Chrome","7/10/2013 1:25:49 PM","7/10/2013 1:26:37 PM","0:00:48","Google Chrome"
"Editor","7/10/2013 1:26:37 PM","7/10/2013 1:29:50 PM","0:03:13","MATLAB"
"Convert cell array to dataset array - MATLAB cell2dataset - Google Chrome","7/10/2013 1:29:50 PM","7/10/2013 1:30:04 PM","0:00:14","Google Chrome"
"Convert cell array to dataset array - MATLAB cell2dataset - Google Chrome","7/10/2013 1:30:04 PM","7/10/2013 1:30:31 PM","0:00:27","Google Chrome"
"Create a Dataset Array from Workspace Variables - MATLAB & Simulink - Google Chrome","7/10/2013 1:30:31 PM","7/10/2013 1:30:45 PM","0:00:14","Google Chrome"
"Microsoft® Windows® Operating System","7/10/2013 1:30:45 PM","7/10/2013 1:30:50 PM","0:00:05","Microsoft® Windows® Operating System"
"Editor","7/10/2013 1:30:50 PM","7/10/2013 1:31:32 PM","0:00:42","MATLAB"
"MATLAB R2013a","7/10/2013 1:31:32 PM","7/10/2013 1:32:06 PM","0:00:34","MATLAB"
"Editor","7/10/2013 1:32:06 PM","7/10/2013 1:33:38 PM","0:01:32","MATLAB"
"MATLAB R2013a","7/10/2013 1:33:38 PM","7/10/2013 1:33:43 PM","0:00:05","MATLAB"
"Editor","7/10/2013 1:33:43 PM","7/10/2013 1:37:25 PM","0:03:42","MATLAB"
"MATLAB R2013a","7/10/2013 1:37:25 PM","7/10/2013 1:37:30 PM","0:00:05","MATLAB"
"Editor","7/10/2013 1:37:30 PM","7/10/2013 1:39:38 PM","0:02:08","MATLAB"
"MATLAB R2013a","7/10/2013 1:39:38 PM","7/10/2013 1:39:45 PM","0:00:07","MATLAB"
"Editor","7/10/2013 1:39:45 PM","7/10/2013 1:39:52 PM","0:00:07","MATLAB"
"MATLAB R2013a","7/10/2013 1:39:52 PM","7/10/2013 1:40:17 PM","0:00:25","MATLAB"
"Editor","7/10/2013 1:40:17 PM","7/10/2013 1:43:13 PM","0:02:56","MATLAB"
"MATLAB R2013a","7/10/2013 1:43:13 PM","7/10/2013 1:43:21 PM","0:00:08","MATLAB"
"Editor","7/10/2013 1:43:21 PM","7/10/2013 1:46:08 PM","0:02:47","MATLAB"
"MATLAB R2013a","7/10/2013 1:46:08 PM","7/10/2013 1:46:13 PM","0:00:05","MATLAB"
"Editor","7/10/2013 1:46:13 PM","7/10/2013 1:47:29 PM","0:01:16","MATLAB"
"MATLAB R2013a","7/10/2013 1:47:29 PM","7/10/2013 1:47:37 PM","0:00:08","MATLAB"
"Editor","7/10/2013 1:47:37 PM","7/10/2013 1:48:51 PM","0:01:14","MATLAB"
"MATLAB R2013a","7/10/2013 1:48:51 PM","7/10/2013 1:48:56 PM","0:00:05","MATLAB"
"Editor","7/10/2013 1:48:56 PM","7/10/2013 1:49:52 PM","0:00:56","MATLAB"
"MATLAB R2013a","7/10/2013 1:49:52 PM","7/10/2013 1:50:01 PM","0:00:09","MATLAB"
"Editor","7/10/2013 1:50:01 PM","7/10/2013 1:50:10 PM","0:00:09","MATLAB"
"MATLAB R2013a","7/10/2013 1:50:10 PM","7/10/2013 1:50:56 PM","0:00:46","MATLAB"
"Editor","7/10/2013 1:50:56 PM","7/10/2013 1:51:09 PM","0:00:13","MATLAB"
"MATLAB R2013a","7/10/2013 1:51:09 PM","7/10/2013 1:51:24 PM","0:00:15","MATLAB"
"Editor","7/10/2013 1:51:24 PM","7/10/2013 1:51:32 PM","0:00:08","MATLAB"
"MATLAB R2013a","7/10/2013 1:51:32 PM","7/10/2013 1:51:44 PM","0:00:12","MATLAB"
"Editor","7/10/2013 1:51:44 PM","7/10/2013 1:53:35 PM","0:01:51","MATLAB"
"MATLAB R2013a","7/10/2013 1:53:35 PM","7/10/2013 1:53:43 PM","0:00:08","MATLAB"
"Editor","7/10/2013 1:53:43 PM","7/10/2013 1:56:31 PM","0:02:48","MATLAB"
"Create a Dataset Array from Workspace Variables - MATLAB & Simulink - Google Chrome","7/10/2013 1:56:31 PM","7/10/2013 1:56:36 PM","0:00:05","Google Chrome"
"New tab - Google Chrome","7/10/2013 1:56:36 PM","7/10/2013 1:56:41 PM","0:00:05","Google Chrome"
"matlab datasetfun - Google Search - Google Chrome","7/10/2013 1:56:41 PM","7/10/2013 1:56:46 PM","0:00:05","Google Chrome"
"Question about using datasetfun(@(x,y) - Newsreader - MATLAB Central - Google Chrome","7/10/2013 1:56:46 PM","7/10/2013 1:56:54 PM","0:00:08","Google Chrome"
"Apply function to dataset array variables - MATLAB - Google Chrome","7/10/2013 1:56:54 PM","7/10/2013 1:59:11 PM","0:02:17","Google Chrome"
"Editor","7/10/2013 1:59:11 PM","7/10/2013 1:59:46 PM","0:00:35","MATLAB"
"Apply function to dataset array variables - MATLAB - Google Chrome","7/10/2013 1:59:46 PM","7/10/2013 1:59:55 PM","0:00:09","Google Chrome"
"Editor","7/10/2013 1:59:55 PM","7/10/2013 2:00:43 PM","0:00:48","MATLAB"
"MATLAB R2013a","7/10/2013 2:00:43 PM","7/10/2013 2:00:56 PM","0:00:13","MATLAB"
"Editor","7/10/2013 2:00:56 PM","7/10/2013 2:01:42 PM","0:00:46","MATLAB"
"Apply function to dataset array variables - MATLAB - Google Chrome","7/10/2013 2:01:42 PM","7/10/2013 2:02:15 PM","0:00:33","Google Chrome"
"Editor","7/10/2013 2:02:15 PM","7/10/2013 2:02:25 PM","0:00:10","MATLAB"
"MATLAB R2013a","7/10/2013 2:02:25 PM","7/10/2013 2:02:43 PM","0:00:18","MATLAB"
"Editor","7/10/2013 2:02:43 PM","7/10/2013 2:03:39 PM","0:00:56","MATLAB"
"MATLAB R2013a","7/10/2013 2:03:39 PM","7/10/2013 2:03:47 PM","0:00:08","MATLAB"
"Editor","7/10/2013 2:03:47 PM","7/10/2013 2:04:26 PM","0:00:39","MATLAB"
"Apply function to dataset array variables - MATLAB - Google Chrome","7/10/2013 2:04:26 PM","7/10/2013 2:04:35 PM","0:00:09","Google Chrome"
"cellfun - MathWorks Documentation Search - Google Chrome","7/10/2013 2:04:35 PM","7/10/2013 2:04:53 PM","0:00:18","Google Chrome"
"Apply function to each cell in cell array - MATLAB cellfun - Google Chrome","7/10/2013 2:04:53 PM","7/10/2013 2:06:31 PM","0:01:38","Google Chrome"
"Editor","7/10/2013 2:06:31 PM","7/10/2013 2:09:05 PM","0:02:34","MATLAB"
"MATLAB R2013a","7/10/2013 2:09:05 PM","7/10/2013 2:09:12 PM","0:00:07","MATLAB"
"Editor","7/10/2013 2:09:12 PM","7/10/2013 2:11:05 PM","0:01:53","MATLAB"
"MATLAB R2013a","7/10/2013 2:11:05 PM","7/10/2013 2:11:26 PM","0:00:21","MATLAB"
"Editor","7/10/2013 2:11:26 PM","7/10/2013 2:13:18 PM","0:01:52","MATLAB"
"MATLAB Editor","7/10/2013 2:13:18 PM","7/10/2013 2:13:23 PM","0:00:05","MATLAB"
"MATLAB R2013a","7/10/2013 2:13:23 PM","7/10/2013 2:13:33 PM","0:00:10","MATLAB"
"Editor","7/10/2013 2:13:33 PM","7/10/2013 2:14:06 PM","0:00:33","MATLAB"
"MATLAB R2013a","7/10/2013 2:14:06 PM","7/10/2013 2:14:20 PM","0:00:14","MATLAB"
"Editor","7/10/2013 2:14:20 PM","7/10/2013 2:14:29 PM","0:00:09","MATLAB"
"MATLAB R2013a","7/10/2013 2:14:29 PM","7/10/2013 2:14:37 PM","0:00:08","MATLAB"
"Editor","7/10/2013 2:14:37 PM","7/10/2013 2:16:16 PM","0:01:39","MATLAB"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/10/2013 2:16:16 PM","7/10/2013 2:16:31 PM","0:00:15","Google Chrome"
"Editor","7/10/2013 2:16:31 PM","7/10/2013 2:20:26 PM","0:03:55","MATLAB"
"MATLAB R2013a","7/10/2013 2:20:26 PM","7/10/2013 2:21:34 PM","0:01:08","MATLAB"
"Editor","7/10/2013 2:21:34 PM","7/10/2013 2:22:49 PM","0:01:15","MATLAB"
"MATLAB R2013a","7/10/2013 2:22:49 PM","7/10/2013 2:22:54 PM","0:00:05","MATLAB"
"Editor","7/10/2013 2:22:54 PM","7/10/2013 2:23:13 PM","0:00:19","MATLAB"
"MATLAB R2013a","7/10/2013 2:23:13 PM","7/10/2013 2:23:21 PM","0:00:08","MATLAB"
"Editor","7/10/2013 2:23:21 PM","7/10/2013 2:23:56 PM","0:00:35","MATLAB"
"Windows Media Player","7/10/2013 2:23:56 PM","7/10/2013 2:24:02 PM","0:00:06","Windows Media Player"
"Young Blood - Lynx - My Library - Google Play - Google Chrome","7/10/2013 2:24:02 PM","7/10/2013 2:24:31 PM","0:00:29","Google Chrome"
"Young Blood - Lynx - My Library - Google Play - Google Chrome","7/10/2013 2:24:31 PM","7/10/2013 2:24:36 PM","0:00:05","Google Chrome"
"Provision - August Burns Red - My Library - Google Play - Google Chrome","7/10/2013 2:24:36 PM","7/10/2013 2:24:41 PM","0:00:05","Google Chrome"
"Editor","7/10/2013 2:24:41 PM","7/10/2013 2:25:13 PM","0:00:32","MATLAB"
"MATLAB R2013a","7/10/2013 2:25:13 PM","7/10/2013 2:25:21 PM","0:00:08","MATLAB"
"Editor","7/10/2013 2:25:21 PM","7/10/2013 2:30:35 PM","0:05:14","MATLAB"
"MATLAB R2013a","7/10/2013 2:30:35 PM","7/10/2013 2:31:17 PM","0:00:42","MATLAB"
"Editor","7/10/2013 2:31:17 PM","7/10/2013 2:36:02 PM","0:04:45","MATLAB"
"MATLAB R2013a","7/10/2013 2:36:02 PM","7/10/2013 2:36:09 PM","0:00:07","MATLAB"
"Editor","7/10/2013 2:36:09 PM","7/10/2013 2:36:19 PM","0:00:10","MATLAB"
"MATLAB R2013a","7/10/2013 2:36:19 PM","7/10/2013 2:36:25 PM","0:00:06","MATLAB"
"Editor","7/10/2013 2:36:25 PM","7/10/2013 2:37:57 PM","0:01:32","MATLAB"
"MATLAB R2013a","7/10/2013 2:37:57 PM","7/10/2013 2:38:08 PM","0:00:11","MATLAB"
"Editor","7/10/2013 2:38:08 PM","7/10/2013 2:39:50 PM","0:01:42","MATLAB"
"MATLAB R2013a","7/10/2013 2:39:50 PM","7/10/2013 2:39:56 PM","0:00:06","MATLAB"
"Editor","7/10/2013 2:39:56 PM","7/10/2013 2:45:37 PM","0:05:41","MATLAB"
"MATLAB R2013a","7/10/2013 2:45:37 PM","7/10/2013 2:45:47 PM","0:00:10","MATLAB"
"Editor","7/10/2013 2:45:47 PM","7/10/2013 2:46:07 PM","0:00:20","MATLAB"
"MATLAB R2013a","7/10/2013 2:46:07 PM","7/10/2013 2:46:14 PM","0:00:07","MATLAB"
"Editor","7/10/2013 2:46:14 PM","7/10/2013 2:52:48 PM","0:06:34","MATLAB"
"MATLAB R2013a","7/10/2013 2:52:48 PM","7/10/2013 2:53:14 PM","0:00:26","MATLAB"
"Editor","7/10/2013 2:53:14 PM","7/10/2013 2:53:51 PM","0:00:37","MATLAB"
"MATLAB R2013a","7/10/2013 2:53:51 PM","7/10/2013 2:54:19 PM","0:00:28","MATLAB"
"Editor","7/10/2013 2:54:19 PM","7/10/2013 2:56:58 PM","0:02:39","MATLAB"
"Select File for Save As","7/10/2013 2:56:58 PM","7/10/2013 2:57:03 PM","0:00:05","MATLAB"
"Editor","7/10/2013 2:57:03 PM","7/10/2013 2:57:38 PM","0:00:35","MATLAB"
"Beauty in Tragedy - August Burns Red - My Library - Google Play - Google Chrome","7/10/2013 2:57:38 PM","7/10/2013 2:57:43 PM","0:00:05","Google Chrome"
"The Lost Child - David J Roch - My Library - Google Play - Google Chrome","7/10/2013 2:57:43 PM","7/10/2013 2:57:48 PM","0:00:05","Google Chrome"
"Editor","7/10/2013 2:57:48 PM","7/10/2013 2:58:32 PM","0:00:44","MATLAB"
"MATLAB R2013a","7/10/2013 2:58:32 PM","7/10/2013 2:58:45 PM","0:00:13","MATLAB"
"Editor","7/10/2013 2:58:45 PM","7/10/2013 3:00:46 PM","0:02:01","MATLAB"
"MATLAB R2013a","7/10/2013 3:00:46 PM","7/10/2013 3:03:56 PM","0:03:10","MATLAB"
"Editor","7/10/2013 3:03:56 PM","7/10/2013 3:06:13 PM","0:02:17","MATLAB"
"MATLAB R2013a","7/10/2013 3:06:13 PM","7/10/2013 3:06:29 PM","0:00:16","MATLAB"
"Editor","7/10/2013 3:06:29 PM","7/10/2013 3:06:48 PM","0:00:19","MATLAB"
"MATLAB R2013a","7/10/2013 3:06:48 PM","7/10/2013 3:06:53 PM","0:00:05","MATLAB"
"Editor","7/10/2013 3:06:53 PM","7/10/2013 3:07:47 PM","0:00:54","MATLAB"
"MATLAB R2013a","7/10/2013 3:07:47 PM","7/10/2013 3:07:58 PM","0:00:11","MATLAB"
"Editor","7/10/2013 3:07:58 PM","7/10/2013 3:09:24 PM","0:01:26","MATLAB"
"MATLAB R2013a","7/10/2013 3:09:24 PM","7/10/2013 3:10:00 PM","0:00:36","MATLAB"
"Editor","7/10/2013 3:10:00 PM","7/10/2013 3:10:31 PM","0:00:31","MATLAB"
"MATLAB R2013a","7/10/2013 3:10:31 PM","7/10/2013 3:10:42 PM","0:00:11","MATLAB"
"Editor","7/10/2013 3:10:42 PM","7/10/2013 3:10:51 PM","0:00:09","MATLAB"
"MATLAB R2013a","7/10/2013 3:10:51 PM","7/10/2013 3:11:00 PM","0:00:09","MATLAB"
"Editor","7/10/2013 3:11:00 PM","7/10/2013 3:16:57 PM","0:05:57","MATLAB"
"MATLAB R2013a","7/10/2013 3:16:57 PM","7/10/2013 3:17:15 PM","0:00:18","MATLAB"
"Editor","7/10/2013 3:17:15 PM","7/10/2013 3:17:49 PM","0:00:34","MATLAB"
"MATLAB R2013a","7/10/2013 3:17:49 PM","7/10/2013 3:18:02 PM","0:00:13","MATLAB"
"Editor","7/10/2013 3:18:02 PM","7/10/2013 3:19:11 PM","0:01:09","MATLAB"
"Hour Of Need - David J Roch - My Library - Google Play - Google Chrome","7/10/2013 3:19:11 PM","7/10/2013 3:19:38 PM","0:00:27","Google Chrome"
"Volume Mixer","7/10/2013 3:19:38 PM","7/10/2013 3:19:45 PM","0:00:07","Volume Mixer"
"Editor","7/10/2013 3:19:45 PM","7/10/2013 3:19:52 PM","0:00:07","MATLAB"
"MATLAB R2013a","7/10/2013 3:19:52 PM","7/10/2013 3:19:58 PM","0:00:06","MATLAB"
"Editor","7/10/2013 3:19:58 PM","7/10/2013 3:20:27 PM","0:00:29","MATLAB"
"MATLAB R2013a","7/10/2013 3:20:27 PM","7/10/2013 3:20:35 PM","0:00:08","MATLAB"
"Editor","7/10/2013 3:34:14 PM","7/10/2013 3:39:12 PM","0:04:58","MATLAB"
"Microsoft Outlook","7/10/2013 3:39:12 PM","7/10/2013 3:39:21 PM","0:00:09","Microsoft Outlook"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/10/2013 3:39:21 PM","7/10/2013 3:41:35 PM","0:02:14","Microsoft Outlook"
"Editor","7/10/2013 3:41:35 PM","7/10/2013 3:47:28 PM","0:05:53","MATLAB"
"ManicTime - TRIAL","7/10/2013 3:47:28 PM","7/10/2013 3:47:41 PM","0:00:13","ManicTime"
"Editor","7/10/2013 3:47:41 PM","7/10/2013 3:48:57 PM","0:01:16","MATLAB"
"MATLAB R2013a","7/10/2013 3:48:57 PM","7/10/2013 3:51:47 PM","0:02:50","MATLAB"
"Editor","7/10/2013 3:51:47 PM","7/10/2013 3:52:06 PM","0:00:19","MATLAB"
"MATLAB R2013a","7/10/2013 3:52:06 PM","7/10/2013 3:52:38 PM","0:00:32","MATLAB"
"Editor","7/10/2013 3:52:38 PM","7/10/2013 3:55:57 PM","0:03:19","MATLAB"
"MATLAB R2013a","7/10/2013 3:55:57 PM","7/10/2013 3:56:30 PM","0:00:33","MATLAB"
"Editor","7/10/2013 3:56:30 PM","7/10/2013 4:03:02 PM","0:06:32","MATLAB"
"MATLAB R2013a","7/10/2013 4:03:02 PM","7/10/2013 4:03:11 PM","0:00:09","MATLAB"
"Editor","7/10/2013 4:03:11 PM","7/10/2013 4:03:52 PM","0:00:41","MATLAB"
"Inbox (1) - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/10/2013 4:03:52 PM","7/10/2013 4:04:03 PM","0:00:11","Google Chrome"
"Editor","7/10/2013 4:04:03 PM","7/10/2013 4:04:47 PM","0:00:44","MATLAB"
"MATLAB R2013a","7/10/2013 4:04:47 PM","7/10/2013 4:04:58 PM","0:00:11","MATLAB"
"Editor","7/10/2013 4:04:58 PM","7/10/2013 4:06:25 PM","0:01:27","MATLAB"
"MATLAB R2013a","7/10/2013 4:06:25 PM","7/10/2013 4:06:40 PM","0:00:15","MATLAB"
"Editor","7/10/2013 4:06:40 PM","7/10/2013 4:07:07 PM","0:00:27","MATLAB"
"MATLAB R2013a","7/10/2013 4:07:07 PM","7/10/2013 4:07:18 PM","0:00:11","MATLAB"
"Editor","7/10/2013 4:07:18 PM","7/10/2013 4:07:52 PM","0:00:34","MATLAB"
"MATLAB R2013a","7/10/2013 4:07:52 PM","7/10/2013 4:08:16 PM","0:00:24","MATLAB"
"Editor","7/10/2013 4:08:16 PM","7/10/2013 4:12:13 PM","0:03:57","MATLAB"
"MATLAB R2013a","7/10/2013 4:12:13 PM","7/10/2013 4:12:23 PM","0:00:10","MATLAB"
"Editor","7/10/2013 4:12:23 PM","7/10/2013 4:14:00 PM","0:01:37","MATLAB"
"MATLAB R2013a","7/10/2013 4:14:00 PM","7/10/2013 4:14:13 PM","0:00:13","MATLAB"
"Editor","7/10/2013 4:14:13 PM","7/10/2013 4:14:23 PM","0:00:10","MATLAB"
"MATLAB R2013a","7/10/2013 4:14:23 PM","7/10/2013 4:14:32 PM","0:00:09","MATLAB"
"Editor","7/10/2013 4:14:32 PM","7/10/2013 4:15:48 PM","0:01:16","MATLAB"
"MATLAB R2013a","7/10/2013 4:15:48 PM","7/10/2013 4:15:54 PM","0:00:06","MATLAB"
"Editor","7/10/2013 4:15:54 PM","7/10/2013 4:16:22 PM","0:00:28","MATLAB"
"MATLAB R2013a","7/10/2013 4:16:22 PM","7/10/2013 4:16:33 PM","0:00:11","MATLAB"
"Editor","7/10/2013 4:16:33 PM","7/10/2013 4:21:56 PM","0:05:23","MATLAB"
"MATLAB R2013a","7/10/2013 4:21:56 PM","7/10/2013 4:22:02 PM","0:00:06","MATLAB"
"Editor","7/10/2013 4:22:02 PM","7/10/2013 4:22:19 PM","0:00:17","MATLAB"
"MATLAB R2013a","7/10/2013 4:22:19 PM","7/10/2013 4:22:36 PM","0:00:17","MATLAB"
"Editor","7/10/2013 4:22:36 PM","7/10/2013 4:23:25 PM","0:00:49","MATLAB"
"MATLAB R2013a","7/10/2013 4:23:25 PM","7/10/2013 4:23:51 PM","0:00:26","MATLAB"
"Editor","7/10/2013 4:23:51 PM","7/10/2013 4:28:24 PM","0:04:33","MATLAB"
"MATLAB R2013a","7/10/2013 4:28:24 PM","7/10/2013 4:28:34 PM","0:00:10","MATLAB"
"Editor","7/10/2013 4:28:34 PM","7/10/2013 4:28:46 PM","0:00:12","MATLAB"
"MATLAB R2013a","7/10/2013 4:28:46 PM","7/10/2013 4:29:24 PM","0:00:38","MATLAB"
"Editor","7/10/2013 4:29:24 PM","7/10/2013 4:29:41 PM","0:00:17","MATLAB"
"Computer","7/10/2013 4:29:41 PM","7/10/2013 4:29:47 PM","0:00:06","Microsoft® Windows® Operating System"
"Days of Recording","7/10/2013 4:29:47 PM","7/10/2013 4:29:54 PM","0:00:07","Microsoft® Windows® Operating System"
"Microsoft® Windows® Operating System","7/10/2013 4:29:54 PM","7/10/2013 4:29:59 PM","0:00:05","Microsoft® Windows® Operating System"
"Editor","7/10/2013 4:29:59 PM","7/10/2013 4:31:18 PM","0:01:19","MATLAB"
"MATLAB R2013a","7/10/2013 4:31:18 PM","7/10/2013 4:31:25 PM","0:00:07","MATLAB"
"Editor","7/10/2013 4:31:25 PM","7/10/2013 4:31:43 PM","0:00:18","MATLAB"
"MATLAB R2013a","7/10/2013 4:31:43 PM","7/10/2013 4:31:48 PM","0:00:05","MATLAB"
"Editor","7/10/2013 4:31:48 PM","7/10/2013 4:32:01 PM","0:00:13","MATLAB"
"MATLAB R2013a","7/10/2013 4:32:01 PM","7/10/2013 4:32:11 PM","0:00:10","MATLAB"
"Editor","7/10/2013 4:32:11 PM","7/10/2013 4:32:16 PM","0:00:05","MATLAB"
"MATLAB R2013a","7/10/2013 4:32:16 PM","7/10/2013 4:32:21 PM","0:00:05","MATLAB"
"Editor","7/10/2013 4:32:21 PM","7/10/2013 4:34:03 PM","0:01:42","MATLAB"
"MATLAB R2013a","7/10/2013 4:34:03 PM","7/10/2013 4:34:17 PM","0:00:14","MATLAB"
"Editor","7/10/2013 4:34:17 PM","7/10/2013 4:34:33 PM","0:00:16","MATLAB"
"MATLAB R2013a","7/10/2013 4:34:33 PM","7/10/2013 4:34:43 PM","0:00:10","MATLAB"
"Editor","7/10/2013 4:34:43 PM","7/10/2013 4:36:14 PM","0:01:31","MATLAB"
"MATLAB R2013a","7/10/2013 4:36:14 PM","7/10/2013 4:36:24 PM","0:00:10","MATLAB"
"Editor","7/10/2013 4:36:24 PM","7/10/2013 4:36:46 PM","0:00:22","MATLAB"
"Select File for Save As","7/10/2013 4:36:46 PM","7/10/2013 4:37:03 PM","0:00:17","MATLAB"
"Editor","7/10/2013 4:37:03 PM","7/10/2013 4:37:33 PM","0:00:30","MATLAB"
"MATLAB R2013a","7/10/2013 4:37:33 PM","7/10/2013 4:37:48 PM","0:00:15","MATLAB"
"Editor","7/10/2013 4:37:48 PM","7/10/2013 4:38:46 PM","0:00:58","MATLAB"
"MATLAB R2013a","7/10/2013 4:38:46 PM","7/10/2013 4:38:58 PM","0:00:12","MATLAB"
"Editor","7/10/2013 4:38:58 PM","7/10/2013 4:39:24 PM","0:00:26","MATLAB"
"MATLAB R2013a","7/10/2013 4:39:24 PM","7/10/2013 4:39:34 PM","0:00:10","MATLAB"
"Editor","7/10/2013 4:39:34 PM","7/10/2013 4:40:21 PM","0:00:47","MATLAB"
"MATLAB R2013a","7/10/2013 4:40:21 PM","7/10/2013 4:40:41 PM","0:00:20","MATLAB"
"Editor","7/10/2013 4:40:41 PM","7/10/2013 4:41:09 PM","0:00:28","MATLAB"
"MATLAB R2013a","7/10/2013 4:41:09 PM","7/10/2013 4:41:21 PM","0:00:12","MATLAB"
"Editor","7/10/2013 4:41:21 PM","7/10/2013 4:42:51 PM","0:01:30","MATLAB"
"MATLAB R2013a","7/10/2013 4:42:51 PM","7/10/2013 4:42:58 PM","0:00:07","MATLAB"
"Lead_1","7/10/2013 4:42:58 PM","7/10/2013 4:43:05 PM","0:00:07","MATLAB"
"MATLAB R2013a","7/10/2013 4:43:05 PM","7/10/2013 4:43:47 PM","0:00:42","MATLAB"
"ManicTime - TRIAL","7/10/2013 4:43:47 PM","7/10/2013 4:44:33 PM","0:00:46","ManicTime"
"Inbox - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/10/2013 5:05:15 PM","7/10/2013 5:09:48 PM","0:04:33","Google Chrome"
"ManicTime - TRIAL","7/10/2013 5:09:48 PM","7/10/2013 5:10:09 PM","0:00:21","ManicTime"
"Server manager","7/10/2013 5:10:09 PM","7/10/2013 5:10:15 PM","0:00:06","ManicTime"
"Export","7/10/2013 5:10:15 PM","7/10/2013 5:10:42 PM","0:00:27","ManicTime"
"Save As","7/10/2013 5:10:42 PM","7/10/2013 5:11:19 PM","0:00:37","ManicTime"
"Export","7/10/2013 5:11:19 PM","7/10/2013 5:11:24 PM","0:00:05","ManicTime"
"Save As","7/10/2013 5:11:24 PM","7/10/2013 5:11:46 PM","0:00:22","ManicTime"
"MATLAB R2013a","7/10/2013 5:11:46 PM","7/10/2013 5:11:52 PM","0:00:06","MATLAB"
"ManicTime","7/10/2013 5:11:52 PM","7/10/2013 5:12:01 PM","0:00:09","ManicTime"
"ManicTime - TRIAL","7/11/2013 8:08:35 AM","7/11/2013 8:08:45 AM","0:00:10","ManicTime"
"Inbox - JOHN.A.THOMPSON@UCDENVER.EDU - Outlook","7/11/2013 8:08:45 AM","7/11/2013 8:09:31 AM","0:00:46","Microsoft Outlook"
"Inbox (3) - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/11/2013 8:09:31 AM","7/11/2013 8:09:38 AM","0:00:07","Google Chrome"
"Fw: Confirmation of Order Number 1438312 - john.arthur.thompson@gmail.com - Gmail - Google Chrome","7/11/2013 8:09:38 AM","7/11/2013 8:09:44 AM","0:00:06","Google Chrome"
"neuropil (John) - Google Chrome","7/11/2013 8:09:44 AM","7/11/2013 8:09:50 AM","0:00:06","Google Chrome"
